onset_div	duration_div	pitch	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc
6024	6	58	B	-1	2	2	2	1	True	2.5	-4	101	99	255	99b	1004	1/4	False	3	False				399	V2/VII		f	i		V2/VII		V		2		VII	Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	V/VII	VII	VII/i	VII	False	V2/VII	V2/VII, minor		V2/VII, minor	VII	VII	-1	-1	-3
6030	6	55	G	0	2	2	2	1	True	1.0	-4	102	100	256	100b	1005	1/4	True	3	True				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6030	6	58	B	-1	2	2	2	1	True	1.0	-4	102	100	256	100b	1005	1/4	True	3	True				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6030	6	64	E	0	2	2	2	1	True	1.0	-4	102	100	256	100b	1005	1/4	True	4	True				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6036	6	55	G	0	2	2	2	1	True	1.5	-4	102	100	256	100b	1006	1/4	False	3	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6036	6	58	B	-1	2	2	2	1	True	1.5	-4	102	100	256	100b	1006	1/4	False	3	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6036	6	64	E	0	2	2	2	1	True	1.5	-4	102	100	256	100b	1006	1/4	False	4	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6039	1	84	C	0	2	2	1	1	True	1.75	-4	102	100	256	100b	2013/2	1/24	False	6	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6040	1	82	B	-1	2	2	1	1	True	1.833	-4	102	100	256	100b	3020/3	1/24	False	5	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6041	1	81	A	0	2	2	1	1	True	1.917	-4	102	100	256	100b	6041/6	1/24	False	5	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6042	6	55	G	0	2	2	2	1	True	2.0	-4	102	100	256	100b	1007	1/4	False	3	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6042	6	58	B	-1	2	2	2	1	True	2.0	-4	102	100	256	100b	1007	1/4	False	3	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6042	6	64	E	0	2	2	2	1	True	2.0	-4	102	100	256	100b	1007	1/4	False	4	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6042	6	82	B	-1	2	2	1	1	True	2.0	-4	102	100	256	100b	1007	1/4	False	5	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6048	6	55	G	0	2	2	2	1	True	2.5	-4	102	100	256	100b	1008	1/4	False	3	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6048	6	58	B	-1	2	2	2	1	True	2.5	-4	102	100	256	100b	1008	1/4	False	3	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6048	6	64	E	0	2	2	2	1	True	2.5	-4	102	100	256	100b	1008	1/4	False	4	False				400	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6054	6	53	F	0	2	2	2	1	True	1.0	-4	103	101	257	101b	1009	1/4	True	3	True	IAC	IAC	}{	401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6054	6	56	A	-1	2	2	2	1	True	1.0	-4	103	101	257	101b	1009	1/4	True	3	True	IAC	IAC	}{	401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6054	6	60	C	0	2	2	2	1	True	1.0	-4	103	101	257	101b	1009	1/4	True	4	True	IAC	IAC	}{	401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6054	6	65	F	0	2	2	1	1	True	1.0	-4	103	101	257	101b	1009	1/4	True	4	True	IAC	IAC	}{	401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6060	6	68	A	-1	2	2	1	1	True	1.5	-4	103	101	257	101b	1010	1/4	False	4	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6066	6	72	C	0	2	2	1	1	True	2.0	-4	103	101	257	101b	1011	1/4	False	5	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6072	6	77	F	0	2	2	1	1	True	2.5	-4	103	101	257	101b	1012	1/4	False	5	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6078	9	80	A	-1	2	2	1	1	True	1.0	-4	104	102	258	102b	1013	3/8	True	5	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6084	6	53	F	0	2	2	2	1	True	1.5	-4	104	102	258	102b	1014	1/4	False	3	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6084	6	56	A	-1	2	2	2	1	True	1.5	-4	104	102	258	102b	1014	1/4	False	3	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6084	6	60	C	0	2	2	2	1	True	1.5	-4	104	102	258	102b	1014	1/4	False	4	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6087	1	79	G	0	2	2	1	1	True	1.75	-4	104	102	258	102b	2029/2	1/24	False	5	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6088	1	77	F	0	2	2	1	1	True	1.833	-4	104	102	258	102b	3044/3	1/24	False	5	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6089	1	76	E	0	2	2	1	1	True	1.917	-4	104	102	258	102b	6089/6	1/24	False	5	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6090	6	53	F	0	2	2	2	1	True	2.0	-4	104	102	258	102b	1015	1/4	False	3	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6090	6	56	A	-1	2	2	2	1	True	2.0	-4	104	102	258	102b	1015	1/4	False	3	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6090	6	60	C	0	2	2	2	1	True	2.0	-4	104	102	258	102b	1015	1/4	False	4	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6090	6	77	F	0	2	2	1	1	True	2.0	-4	104	102	258	102b	1015	1/4	False	5	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6096	6	53	F	0	2	2	2	1	True	2.5	-4	104	102	258	102b	1016	1/4	False	3	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6096	6	56	A	-1	2	2	2	1	True	2.5	-4	104	102	258	102b	1016	1/4	False	3	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6096	6	60	C	0	2	2	2	1	True	2.5	-4	104	102	258	102b	1016	1/4	False	4	False				401	i|IAC}{		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6102	6	52	E	0	2	2	2	1	True	1.0	-4	105	103	259	103b	1017	1/4	True	3	True				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6102	6	55	G	0	2	2	2	1	True	1.0	-4	105	103	259	103b	1017	1/4	True	3	True				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6102	6	58	B	-1	2	2	2	1	True	1.0	-4	105	103	259	103b	1017	1/4	True	3	True				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6102	6	60	C	0	2	2	2	1	True	1.0	-4	105	103	259	103b	1017	1/4	True	4	True				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6102	6	67	G	0	2	2	1	1	True	1.0	-4	105	103	259	103b	1017	1/4	True	4	True				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6108	6	72	C	0	2	2	1	1	True	1.5	-4	105	103	259	103b	1018	1/4	False	5	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6114	6	76	E	0	2	2	1	1	True	2.0	-4	105	103	259	103b	1019	1/4	False	5	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6120	6	79	G	0	2	2	1	1	True	2.5	-4	105	103	259	103b	1020	1/4	False	5	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6126	9	82	B	-1	2	2	1	1	True	1.0	-4	106	104	260	104b	1021	3/8	True	5	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6132	6	52	E	0	2	2	2	1	True	1.5	-4	106	104	260	104b	1022	1/4	False	3	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6132	6	55	G	0	2	2	2	1	True	1.5	-4	106	104	260	104b	1022	1/4	False	3	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6132	6	58	B	-1	2	2	2	1	True	1.5	-4	106	104	260	104b	1022	1/4	False	3	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6132	6	60	C	0	2	2	2	1	True	1.5	-4	106	104	260	104b	1022	1/4	False	4	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6135	1	80	A	-1	2	2	1	1	True	1.75	-4	106	104	260	104b	2045/2	1/24	False	5	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6136	1	79	G	0	2	2	1	1	True	1.833	-4	106	104	260	104b	3068/3	1/24	False	5	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6137	1	77	F	0	2	2	1	1	True	1.917	-4	106	104	260	104b	6137/6	1/24	False	5	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6138	6	52	E	0	2	2	2	1	True	2.0	-4	106	104	260	104b	1023	1/4	False	3	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6138	6	55	G	0	2	2	2	1	True	2.0	-4	106	104	260	104b	1023	1/4	False	3	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6138	6	58	B	-1	2	2	2	1	True	2.0	-4	106	104	260	104b	1023	1/4	False	3	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6138	6	60	C	0	2	2	2	1	True	2.0	-4	106	104	260	104b	1023	1/4	False	4	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6138	6	79	G	0	2	2	1	1	True	2.0	-4	106	104	260	104b	1023	1/4	False	5	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6144	6	52	E	0	2	2	2	1	True	2.5	-4	106	104	260	104b	1024	1/4	False	3	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6144	6	55	G	0	2	2	2	1	True	2.5	-4	106	104	260	104b	1024	1/4	False	3	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6144	6	58	B	-1	2	2	2	1	True	2.5	-4	106	104	260	104b	1024	1/4	False	3	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6144	6	60	C	0	2	2	2	1	True	2.5	-4	106	104	260	104b	1024	1/4	False	4	False				402	V65		f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	-1	-1	-1
6150	0	72	C	0	2	2	1	1	True	1.0	-4	107	105	261	105b	1025	0	True	5	True				403	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6150	12	53	F	0	2	2	2	1	True	1.0	-4	107	105	261	105b	1025	1/2	True	3	True				403	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6150	12	56	A	-1	2	2	2	1	True	1.0	-4	107	105	261	105b	1025	1/2	True	3	True				403	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6150	12	60	C	0	2	2	2	1	True	1.0	-4	107	105	261	105b	1025	1/2	True	4	True				403	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6150	9	80	A	-1	2	2	1	1	True	1.0	-4	107	105	261	105b	1025	3/8	True	5	True				403	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6159	1	79	G	0	2	2	1	1	True	1.75	-4	107	105	261	105b	2053/2	1/24	False	5	False				403	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6160	1	77	F	0	2	2	1	1	True	1.833	-4	107	105	261	105b	3080/3	1/24	False	5	False				403	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6161	1	76	E	0	2	2	1	1	True	1.917	-4	107	105	261	105b	6161/6	1/24	False	5	False				403	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6162	6	77	F	0	2	2	1	1	True	2.0	-4	107	105	261	105b	1027	1/4	False	5	False				403	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	-1	-1	-1
6174	0	72	C	0	2	2	1	1	True	1.0	-4	108	106	262	106b	1029	0	True	5	True				404	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6174	12	55	G	0	2	2	2	1	True	1.0	-4	108	106	262	106b	1029	1/2	True	3	True				404	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6174	12	58	B	-1	2	2	2	1	True	1.0	-4	108	106	262	106b	1029	1/2	True	3	True				404	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6174	12	64	E	0	2	2	2	1	True	1.0	-4	108	106	262	106b	1029	1/2	True	4	True				404	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6174	9	82	B	-1	2	2	1	1	True	1.0	-4	108	106	262	106b	1029	3/8	True	5	True				404	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6183	1	80	A	-1	2	2	1	1	True	1.75	-4	108	106	262	106b	2061/2	1/24	False	5	False				404	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6184	1	79	G	0	2	2	1	1	True	1.833	-4	108	106	262	106b	3092/3	1/24	False	5	False				404	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6185	1	77	F	0	2	2	1	1	True	1.917	-4	108	106	262	106b	6185/6	1/24	False	5	False				404	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6186	6	79	G	0	2	2	1	1	True	2.0	-4	108	106	262	106b	1031	1/4	False	5	False				404	#viio6		f	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	-1	-1	-1
6198	6	56	A	-1	2	2	2	1	True	1.0	-4	109	107	263	107b	1033	1/4	True	3	True				405	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
6198	6	60	C	0	2	2	2	1	True	1.0	-4	109	107	263	107b	1033	1/4	True	4	True				405	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
6198	6	65	F	0	2	2	2	1	True	1.0	-4	109	107	263	107b	1033	1/4	True	4	True				405	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
6198	12	72	C	0	2	2	1	1	True	1.0	-4	109	107	263	107b	1033	1/2	True	5	True				405	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
6198	12	77	F	0	2	2	1	1	True	1.0	-4	109	107	263	107b	1033	1/2	True	5	True				405	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
6198	12	80	A	-1	2	2	1	1	True	1.0	-4	109	107	263	107b	1033	1/2	True	5	True				405	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
6198	12	84	C	0	2	2	1	1	True	1.0	-4	109	107	263	107b	1033	1/2	True	6	True				405	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	-1	-1	-1
6210	6	58	B	-1	2	2	2	1	True	2.0	-4	109	107	263	107b	1035	1/4	False	3	True				406	iio6		f	i		iio6		ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	-1	-1	-1
6210	6	61	D	-1	2	2	2	1	True	2.0	-4	109	107	263	107b	1035	1/4	False	4	True				406	iio6		f	i		iio6		ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	-1	-1	-1
6210	6	67	G	0	2	2	2	1	True	2.0	-4	109	107	263	107b	1035	1/4	False	4	True				406	iio6		f	i		iio6		ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	-1	-1	-1
6210	3	82	B	-1	2	2	1	1	True	2.0	-4	109	107	263	107b	1035	1/8	False	5	True				406	iio6		f	i		iio6		ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	-1	-1	-1
6213	3	80	A	-1	2	2	1	1	True	2.25	-4	109	107	263	107b	2071/2	1/8	False	5	False				406	iio6		f	i		iio6		ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	-1	-1	-1
6216	3	79	G	0	2	2	1	1	True	2.5	-4	109	107	263	107b	1036	1/8	False	5	False				406	iio6		f	i		iio6		ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	-1	-1	-1
6219	3	77	F	0	2	2	1	1	True	2.75	-4	109	107	263	107b	2073/2	1/8	False	5	False				406	iio6		f	i		iio6		ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	-1	-1	-1
