onset_div	duration_div	pitch	step	alter	ts_beats	ts_beat_type	staff	voice	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	octave
2556	6	53	F	0	2	2	2	2	61	59	110	59a	426	1/4	3
2559	3	65	F	0	2	2	1	1	61	59	110	59a	853/2	1/8	4
2562	3	53	F	0	2	2	2	2	61	59	110	59a	427	1/8	3
2562	6	61	D	-1	2	2	2	1	61	59	110	59a	427	1/4	4
2562	6	70	B	-1	2	2	1	1	61	59	110	59a	427	1/4	4
2565	3	65	F	0	2	2	2	2	61	59	110	59a	855/2	1/8	4
2568	3	53	F	0	2	2	2	2	61	59	110	59a	428	1/8	3
2568	6	78	G	-1	2	2	1	1	61	59	110	59a	428	1/4	5
2571	3	65	F	0	2	2	2	2	61	59	110	59a	857/2	1/8	4
2574	3	53	F	0	2	2	2	1	62	60	111	60a	429	1/8	3
2574	6	77	F	0	2	2	1	1	62	60	111	60a	429	1/4	5
2577	3	65	F	0	2	2	2	1	62	60	111	60a	859/2	1/8	4
2580	3	53	F	0	2	2	2	1	62	60	111	60a	430	1/8	3
2580	6	75	E	-1	2	2	1	1	62	60	111	60a	430	1/4	5
2583	3	65	F	0	2	2	2	1	62	60	111	60a	861/2	1/8	4
2586	3	63	E	-1	2	2	2	1	62	60	111	60a	431	1/8	4
2586	6	72	C	0	2	2	1	1	62	60	111	60a	431	1/4	5
2589	3	65	F	0	2	2	2	1	62	60	111	60a	863/2	1/8	4
2592	3	63	E	-1	2	2	2	1	62	60	111	60a	432	1/8	4
2592	6	69	A	0	2	2	1	1	62	60	111	60a	432	1/4	4
2595	3	65	F	0	2	2	2	1	62	60	111	60a	865/2	1/8	4
2598	3	61	D	-1	2	2	2	1	63	61	112	61a	433	1/8	4
2601	3	65	F	0	2	2	2	1	63	61	112	61a	867/2	1/8	4
2601	3	69	A	0	2	2	1	1	63	61	112	61a	867/2	1/8	4
2604	3	61	D	-1	2	2	2	1	63	61	112	61a	434	1/8	4
2604	3	72	C	0	2	2	1	1	63	61	112	61a	434	1/8	5
2607	3	65	F	0	2	2	2	1	63	61	112	61a	869/2	1/8	4
2607	3	70	B	-1	2	2	1	1	63	61	112	61a	869/2	1/8	4
2610	3	60	C	0	2	2	2	1	63	61	112	61a	435	1/8	4
2613	3	65	F	0	2	2	2	1	63	61	112	61a	871/2	1/8	4
2613	3	70	B	-1	2	2	1	1	63	61	112	61a	871/2	1/8	4
2616	3	60	C	0	2	2	2	1	63	61	112	61a	436	1/8	4
2616	3	73	D	-1	2	2	1	1	63	61	112	61a	436	1/8	5
2619	3	65	F	0	2	2	2	1	63	61	112	61a	873/2	1/8	4
2619	3	72	C	0	2	2	1	1	63	61	112	61a	873/2	1/8	5
2622	3	58	B	-1	2	2	2	1	64	62	113	62a	437	1/8	3
2625	3	65	F	0	2	2	2	1	64	62	113	62a	875/2	1/8	4
2625	3	72	C	0	2	2	1	1	64	62	113	62a	875/2	1/8	5
2628	3	58	B	-1	2	2	2	1	64	62	113	62a	438	1/8	3
2628	3	75	E	-1	2	2	1	1	64	62	113	62a	438	1/8	5
2631	3	65	F	0	2	2	2	1	64	62	113	62a	877/2	1/8	4
2631	3	73	D	-1	2	2	1	1	64	62	113	62a	877/2	1/8	5
2634	3	56	A	-1	2	2	2	1	64	62	113	62a	439	1/8	3
2637	3	66	F	1	2	2	2	1	64	62	113	62a	879/2	1/8	4
2637	3	71	B	0	2	2	1	1	64	62	113	62a	879/2	1/8	4
2640	3	56	A	-1	2	2	2	1	64	62	113	62a	440	1/8	3
2640	3	74	D	0	2	2	1	1	64	62	113	62a	440	1/8	5
2643	3	66	F	1	2	2	2	1	64	62	113	62a	881/2	1/8	4
2643	3	72	C	0	2	2	1	1	64	62	113	62a	881/2	1/8	5
2646	3	55	G	0	2	2	2	1	65	63	114	63a	441	1/8	3
2646	6	71	B	0	2	2	1	1	65	63	114	63a	441	1/4	4
2649	3	67	G	0	2	2	2	1	65	63	114	63a	883/2	1/8	4
2652	3	55	G	0	2	2	2	1	65	63	114	63a	442	1/8	3
2655	3	67	G	0	2	2	2	1	65	63	114	63a	885/2	1/8	4
2658	3	55	G	0	2	2	2	1	65	63	114	63a	443	1/8	3
2661	3	67	G	0	2	2	2	1	65	63	114	63a	887/2	1/8	4
2664	3	55	G	0	2	2	2	1	65	63	114	63a	444	1/8	3
2664	6	80	A	-1	2	2	1	1	65	63	114	63a	444	1/4	5
2667	3	67	G	0	2	2	2	1	65	63	114	63a	889/2	1/8	4
2670	3	55	G	0	2	2	2	1	66	64	115	64a	445	1/8	3
2670	6	79	G	0	2	2	1	1	66	64	115	64a	445	1/4	5
2673	3	67	G	0	2	2	2	1	66	64	115	64a	891/2	1/8	4
2676	3	55	G	0	2	2	2	1	66	64	115	64a	446	1/8	3
2676	6	77	F	0	2	2	1	1	66	64	115	64a	446	1/4	5
2679	3	67	G	0	2	2	2	1	66	64	115	64a	893/2	1/8	4
2682	3	55	G	0	2	2	2	1	66	64	115	64a	447	1/8	3
2682	6	74	D	0	2	2	1	1	66	64	115	64a	447	1/4	5
2685	3	67	G	0	2	2	2	1	66	64	115	64a	895/2	1/8	4
2688	3	55	G	0	2	2	2	1	66	64	115	64a	448	1/8	3
2688	6	71	B	0	2	2	1	1	66	64	115	64a	448	1/4	4
2691	3	67	G	0	2	2	2	1	66	64	115	64a	897/2	1/8	4
2694	6	55	G	0	2	2	2	2	67	65	116	65a	449	1/4	3
2694	12	65	F	0	2	2	2	1	67	65	116	65a	449	1/2	4
2694	9	68	A	-1	2	2	1	1	67	65	116	65a	449	3/8	4
2700	6	55	G	0	2	2	2	2	67	65	116	65a	450	1/4	3
2703	3	67	G	0	2	2	1	1	67	65	116	65a	901/2	1/8	4
2706	3	55	G	0	2	2	2	2	67	65	116	65a	451	1/8	3
2706	6	63	E	-1	2	2	2	1	67	65	116	65a	451	1/4	4
2706	6	72	C	0	2	2	1	1	67	65	116	65a	451	1/4	5
2709	3	67	G	0	2	2	2	2	67	65	116	65a	903/2	1/8	4
2712	3	55	G	0	2	2	2	2	67	65	116	65a	452	1/8	3
2712	6	80	A	-1	2	2	1	1	67	65	116	65a	452	1/4	5
2715	3	67	G	0	2	2	2	2	67	65	116	65a	905/2	1/8	4
2718	3	55	G	0	2	2	2	1	68	66	117	66a	453	1/8	3
2718	6	79	G	0	2	2	1	1	68	66	117	66a	453	1/4	5
2721	3	67	G	0	2	2	2	1	68	66	117	66a	907/2	1/8	4
2724	3	55	G	0	2	2	2	1	68	66	117	66a	454	1/8	3
2724	6	77	F	0	2	2	1	1	68	66	117	66a	454	1/4	5
2727	3	67	G	0	2	2	2	1	68	66	117	66a	909/2	1/8	4
2730	3	55	G	0	2	2	2	1	68	66	117	66a	455	1/8	3
2730	6	74	D	0	2	2	1	1	68	66	117	66a	455	1/4	5
2733	3	67	G	0	2	2	2	1	68	66	117	66a	911/2	1/8	4
2736	3	55	G	0	2	2	2	1	68	66	117	66a	456	1/8	3
2736	6	71	B	0	2	2	1	1	68	66	117	66a	456	1/4	4
2739	3	67	G	0	2	2	2	1	68	66	117	66a	913/2	1/8	4
2742	6	55	G	0	2	2	2	2	69	67	118	67a	457	1/4	3
2742	12	65	F	0	2	2	2	1	69	67	118	67a	457	1/2	4
2742	9	68	A	-1	2	2	1	1	69	67	118	67a	457	3/8	4
2748	6	55	G	0	2	2	2	2	69	67	118	67a	458	1/4	3
2751	3	67	G	0	2	2	1	1	69	67	118	67a	917/2	1/8	4
2754	6	55	G	0	2	2	2	2	69	67	118	67a	459	1/4	3
2754	6	63	E	-1	2	2	2	1	69	67	118	67a	459	1/4	4
2754	6	72	C	0	2	2	1	1	69	67	118	67a	459	1/4	5
2760	6	56	A	-1	2	2	2	1	69	67	118	67a	460	1/4	3
2760	3	65	F	0	2	2	1	1	69	67	118	67a	460	1/8	4
2763	3	62	D	0	2	2	1	1	69	67	118	67a	921/2	1/8	4
2766	6	55	G	0	2	2	2	1	70	68	119	68a	461	1/4	3
2766	3	65	F	0	2	2	1	1	70	68	119	68a	461	1/8	4
2769	3	62	D	0	2	2	1	1	70	68	119	68a	923/2	1/8	4
2772	6	53	F	0	2	2	2	1	70	68	119	68a	462	1/4	3
2772	3	65	F	0	2	2	1	1	70	68	119	68a	462	1/8	4
2775	3	62	D	0	2	2	1	1	70	68	119	68a	925/2	1/8	4
2778	6	50	D	0	2	2	2	1	70	68	119	68a	463	1/4	3
2778	3	65	F	0	2	2	1	1	70	68	119	68a	463	1/8	4
2781	3	62	D	0	2	2	1	1	70	68	119	68a	927/2	1/8	4
2784	6	47	B	0	2	2	2	1	70	68	119	68a	464	1/4	2
2784	3	65	F	0	2	2	1	1	70	68	119	68a	464	1/8	4
2787	3	62	D	0	2	2	1	1	70	68	119	68a	929/2	1/8	4
2790	9	44	A	-1	2	2	2	1	71	69	120	69a	465	3/8	2
2790	3	65	F	0	2	2	1	2	71	69	120	69a	465	1/8	4
2793	3	62	D	0	2	2	1	2	71	69	120	69a	931/2	1/8	4
2796	3	65	F	0	2	2	1	2	71	69	120	69a	466	1/8	4
2796	6	71	B	0	2	2	1	1	71	69	120	69a	466	1/4	4
2799	3	43	G	0	2	2	2	1	71	69	120	69a	933/2	1/8	2
2799	3	62	D	0	2	2	1	2	71	69	120	69a	933/2	1/8	4
2802	6	48	C	0	2	2	2	1	71	69	120	69a	467	1/4	3
2802	3	63	E	-1	2	2	1	2	71	69	120	69a	467	1/8	4
2802	6	72	C	0	2	2	1	1	71	69	120	69a	467	1/4	5
2805	3	60	C	0	2	2	1	2	71	69	120	69a	935/2	1/8	4
2808	6	54	G	-1	2	2	2	1	71	69	120	69a	468	1/4	3
2808	3	63	E	-1	2	2	1	2	71	69	120	69a	468	1/8	4
2811	3	60	C	0	2	2	1	2	71	69	120	69a	937/2	1/8	4
2814	6	53	F	0	2	2	2	1	72	70	121	70a	469	1/4	3
2814	3	63	E	-1	2	2	1	2	72	70	121	70a	469	1/8	4
2817	3	60	C	0	2	2	1	2	72	70	121	70a	939/2	1/8	4
2820	6	51	E	-1	2	2	2	1	72	70	121	70a	470	1/4	3
2820	3	63	E	-1	2	2	1	2	72	70	121	70a	470	1/8	4
2823	3	60	C	0	2	2	1	2	72	70	121	70a	941/2	1/8	4
2826	6	48	C	0	2	2	2	1	72	70	121	70a	471	1/4	3
2826	3	63	E	-1	2	2	1	2	72	70	121	70a	471	1/8	4
2829	3	60	C	0	2	2	1	2	72	70	121	70a	943/2	1/8	4
2832	6	45	A	0	2	2	2	1	72	70	121	70a	472	1/4	2
2832	3	63	E	-1	2	2	1	2	72	70	121	70a	472	1/8	4
2835	3	60	C	0	2	2	1	2	72	70	121	70a	945/2	1/8	4
2838	9	42	G	-1	2	2	2	1	73	71	122	71a	473	3/8	2
2838	3	63	E	-1	2	2	1	2	73	71	122	71a	473	1/8	4
2841	3	60	C	0	2	2	1	2	73	71	122	71a	947/2	1/8	4
2844	3	63	E	-1	2	2	1	2	73	71	122	71a	474	1/8	4
2844	6	69	A	0	2	2	1	1	73	71	122	71a	474	1/4	4
2847	3	41	F	0	2	2	2	1	73	71	122	71a	949/2	1/8	2
2847	3	60	C	0	2	2	1	2	73	71	122	71a	949/2	1/8	4
2850	6	46	B	-1	2	2	2	1	73	71	122	71a	475	1/4	2
2850	3	61	D	-1	2	2	1	2	73	71	122	71a	475	1/8	4
2850	6	70	B	-1	2	2	1	1	73	71	122	71a	475	1/4	4
2853	3	58	B	-1	2	2	1	2	73	71	122	71a	951/2	1/8	3
2856	6	52	F	-1	2	2	2	1	73	71	122	71a	476	1/4	3
2856	3	61	D	-1	2	2	1	2	73	71	122	71a	476	1/8	4
2859	3	58	B	-1	2	2	1	2	73	71	122	71a	953/2	1/8	3
2862	6	51	E	-1	2	2	2	1	74	72	123	72a	477	1/4	3
2862	3	61	D	-1	2	2	1	2	74	72	123	72a	477	1/8	4
2865	3	58	B	-1	2	2	1	2	74	72	123	72a	955/2	1/8	3
2868	6	49	D	-1	2	2	2	1	74	72	123	72a	478	1/4	3
2868	3	61	D	-1	2	2	1	2	74	72	123	72a	478	1/8	4
2871	3	58	B	-1	2	2	1	2	74	72	123	72a	957/2	1/8	3
2874	6	46	B	-1	2	2	2	1	74	72	123	72a	479	1/4	2
2874	3	61	D	-1	2	2	1	2	74	72	123	72a	479	1/8	4
2877	3	58	B	-1	2	2	1	2	74	72	123	72a	959/2	1/8	3
2880	6	43	G	0	2	2	2	1	74	72	123	72a	480	1/4	2
2880	3	61	D	-1	2	2	1	2	74	72	123	72a	480	1/8	4
2883	3	58	B	-1	2	2	1	2	74	72	123	72a	961/2	1/8	3
2886	6	40	F	-1	2	2	2	1	75	73	124	73a	481	1/4	2
2886	3	61	D	-1	2	2	1	2	75	73	124	73a	481	1/8	4
2889	3	58	B	-1	2	2	1	2	75	73	124	73a	963/2	1/8	3
2892	12	39	E	-1	2	2	2	1	75	73	124	73a	482	1/2	2
2892	3	61	D	-1	2	2	1	2	75	73	124	73a	482	1/8	4
2895	3	58	B	-1	2	2	1	2	75	73	124	73a	965/2	1/8	3
2898	3	61	D	-1	2	2	1	2	75	73	124	73a	483	1/8	4
2898	12	67	G	0	2	2	1	1	75	73	124	73a	483	1/2	4
2901	3	58	B	-1	2	2	1	2	75	73	124	73a	967/2	1/8	3
2904	6	51	E	-1	2	2	2	1	75	73	124	73a	484	1/4	3
2904	3	61	D	-1	2	2	1	2	75	73	124	73a	484	1/8	4
2907	3	58	B	-1	2	2	1	2	75	73	124	73a	969/2	1/8	3
2910	6	51	E	-1	2	2	2	1	76	74	125	74a	485	1/4	3
2910	3	60	C	0	2	2	1	2	76	74	125	74a	485	1/8	4
2913	3	56	A	-1	2	2	1	2	76	74	125	74a	971/2	1/8	3
2916	12	48	C	0	2	2	2	1	76	74	125	74a	486	1/2	3
2916	3	63	E	-1	2	2	1	2	76	74	125	74a	486	1/8	4
2919	3	56	A	-1	2	2	1	2	76	74	125	74a	973/2	1/8	3
2922	3	63	E	-1	2	2	1	2	76	74	125	74a	487	1/8	4
2922	12	68	A	-1	2	2	1	1	76	74	125	74a	487	1/2	4
2925	3	56	A	-1	2	2	1	2	76	74	125	74a	975/2	1/8	3
2928	6	36	C	0	2	2	2	1	76	74	125	74a	488	1/4	2
2928	3	63	E	-1	2	2	1	2	76	74	125	74a	488	1/8	4
2931	3	56	A	-1	2	2	1	2	76	74	125	74a	977/2	1/8	3
2934	6	36	C	0	2	2	2	1	77	75	126	75a	489	1/4	2
2934	3	61	D	-1	2	2	1	2	77	75	126	75a	489	1/8	4
2937	3	56	A	-1	2	2	1	2	77	75	126	75a	979/2	1/8	3
2940	12	37	D	-1	2	2	2	1	77	75	126	75a	490	1/2	2
2940	3	61	D	-1	2	2	1	2	77	75	126	75a	490	1/8	4
2943	3	56	A	-1	2	2	1	2	77	75	126	75a	981/2	1/8	3
2946	3	61	D	-1	2	2	1	2	77	75	126	75a	491	1/8	4
2946	12	65	F	0	2	2	1	1	77	75	126	75a	491	1/2	4
2949	3	56	A	-1	2	2	1	2	77	75	126	75a	983/2	1/8	3
2952	6	49	D	-1	2	2	2	1	77	75	126	75a	492	1/4	3
2952	3	61	D	-1	2	2	1	2	77	75	126	75a	492	1/8	4
2955	3	56	A	-1	2	2	1	2	77	75	126	75a	985/2	1/8	3
2958	6	49	D	-1	2	2	2	1	78	76	127	76a	493	1/4	3
2958	3	61	D	-1	2	2	1	2	78	76	127	76a	493	1/8	4
2961	3	55	G	0	2	2	1	2	78	76	127	76a	987/2	1/8	3
2964	12	46	B	-1	2	2	2	1	78	76	127	76a	494	1/2	2
2964	3	61	D	-1	2	2	1	2	78	76	127	76a	494	1/8	4
2967	3	55	G	0	2	2	1	2	78	76	127	76a	989/2	1/8	3
2970	3	61	D	-1	2	2	1	2	78	76	127	76a	495	1/8	4
2970	12	67	G	0	2	2	1	1	78	76	127	76a	495	1/2	4
2973	3	55	G	0	2	2	1	2	78	76	127	76a	991/2	1/8	3
2976	6	34	B	-1	2	2	2	1	78	76	127	76a	496	1/4	1
2976	3	61	D	-1	2	2	1	2	78	76	127	76a	496	1/8	4
2979	3	55	G	0	2	2	1	2	78	76	127	76a	993/2	1/8	3
2982	6	34	B	-1	2	2	2	1	79	77	128	77a	497	1/4	1
2982	3	60	C	0	2	2	1	2	79	77	128	77a	497	1/8	4
2985	3	55	G	0	2	2	1	2	79	77	128	77a	995/2	1/8	3
2988	12	36	C	0	2	2	2	1	79	77	128	77a	498	1/2	2
2988	3	60	C	0	2	2	1	2	79	77	128	77a	498	1/8	4
2991	3	55	G	0	2	2	1	2	79	77	128	77a	997/2	1/8	3
2994	3	60	C	0	2	2	1	2	79	77	128	77a	499	1/8	4
2994	12	64	E	0	2	2	1	1	79	77	128	77a	499	1/2	4
2997	3	55	G	0	2	2	1	2	79	77	128	77a	999/2	1/8	3
3000	6	48	C	0	2	2	2	1	79	77	128	77a	500	1/4	3
3000	3	60	C	0	2	2	1	2	79	77	128	77a	500	1/8	4
3003	3	55	G	0	2	2	1	2	79	77	128	77a	1001/2	1/8	3
3006	6	48	C	0	2	2	2	1	80	78	129	78a	501	1/4	3
3006	3	56	A	-1	2	2	1	2	80	78	129	78a	501	1/8	3
3009	3	53	F	0	2	2	1	2	80	78	129	78a	1003/2	1/8	3
3012	12	44	A	-1	2	2	2	1	80	78	129	78a	502	1/2	2
3012	3	60	C	0	2	2	1	2	80	78	129	78a	502	1/8	4
3015	3	53	F	0	2	2	1	2	80	78	129	78a	1005/2	1/8	3
3018	3	60	C	0	2	2	1	2	80	78	129	78a	503	1/8	4
3018	12	65	F	0	2	2	1	1	80	78	129	78a	503	1/2	4
3021	3	53	F	0	2	2	1	2	80	78	129	78a	1007/2	1/8	3
3024	6	32	A	-1	2	2	2	1	80	78	129	78a	504	1/4	1
3024	3	60	C	0	2	2	1	2	80	78	129	78a	504	1/8	4
3027	3	53	F	0	2	2	1	2	80	78	129	78a	1009/2	1/8	3
3030	3	61	D	-1	2	2	1	2	81	79	130	79a	505	1/8	4
3033	3	53	F	0	2	2	1	2	81	79	130	79a	1011/2	1/8	3
3036	12	34	B	-1	2	2	2	1	81	79	130	79a	506	1/2	1
3036	3	61	D	-1	2	2	1	2	81	79	130	79a	506	1/8	4
3039	3	53	F	0	2	2	1	2	81	79	130	79a	1013/2	1/8	3
3042	3	61	D	-1	2	2	1	2	81	79	130	79a	507	1/8	4
3042	12	65	F	0	2	2	1	1	81	79	130	79a	507	1/2	4
3045	3	53	F	0	2	2	1	2	81	79	130	79a	1015/2	1/8	3
3048	6	46	B	-1	2	2	2	1	81	79	130	79a	508	1/4	2
3048	3	61	D	-1	2	2	1	2	81	79	130	79a	508	1/8	4
3051	3	53	F	0	2	2	1	2	81	79	130	79a	1017/2	1/8	3
3054	3	62	D	0	2	2	1	1	82	80	131	80a	509	1/8	4
3057	3	53	F	0	2	2	1	1	82	80	131	80a	1019/2	1/8	3
3060	12	35	B	0	2	2	2	1	82	80	131	80a	510	1/2	1
3060	3	56	A	-1	2	2	1	1	82	80	131	80a	510	1/8	3
3060	3	62	D	0	2	2	1	1	82	80	131	80a	510	1/8	4
3060	3	65	F	0	2	2	1	1	82	80	131	80a	510	1/8	4
3063	3	53	F	0	2	2	1	1	82	80	131	80a	1021/2	1/8	3
3066	3	56	A	-1	2	2	1	1	82	80	131	80a	511	1/8	3
3066	3	62	D	0	2	2	1	1	82	80	131	80a	511	1/8	4
3066	3	65	F	0	2	2	1	1	82	80	131	80a	511	1/8	4
3069	3	53	F	0	2	2	1	1	82	80	131	80a	1023/2	1/8	3
3072	6	47	B	0	2	2	2	1	82	80	131	80a	512	1/4	2
3072	3	56	A	-1	2	2	1	1	82	80	131	80a	512	1/8	3
3072	3	62	D	0	2	2	1	1	82	80	131	80a	512	1/8	4
3072	3	65	F	0	2	2	1	1	82	80	131	80a	512	1/8	4
3075	3	53	F	0	2	2	1	1	82	80	131	80a	1025/2	1/8	3
3078	3	36	C	0	2	2	2	1	83	81	132	81a	513	1/8	2
3078	6	55	G	0	2	2	1	1	83	81	132	81a	513	1/4	3
3078	6	60	C	0	2	2	1	1	83	81	132	81a	513	1/4	4
3078	6	64	E	0	2	2	1	1	83	81	132	81a	513	1/4	4
3081	3	48	C	0	2	2	2	1	83	81	132	81a	1027/2	1/8	3
3084	3	52	E	0	2	2	2	1	83	81	132	81a	514	1/8	3
3087	3	48	C	0	2	2	2	1	83	81	132	81a	1029/2	1/8	3
3090	3	52	E	0	2	2	2	1	83	81	132	81a	515	1/8	3
3093	3	48	C	0	2	2	2	1	83	81	132	81a	1031/2	1/8	3
3096	3	52	E	0	2	2	2	1	83	81	132	81a	516	1/8	3
3096	6	72	C	0	2	2	1	1	83	81	132	81a	516	1/4	5
3099	3	48	C	0	2	2	2	1	83	81	132	81a	1033/2	1/8	3
3102	3	53	F	0	2	2	2	1	84	82	133	82a	517	1/8	3
3102	6	68	A	-1	2	2	1	1	84	82	133	82a	517	1/4	4
3105	3	48	C	0	2	2	2	1	84	82	133	82a	1035/2	1/8	3
3108	3	53	F	0	2	2	2	1	84	82	133	82a	518	1/8	3
3111	3	48	C	0	2	2	2	1	84	82	133	82a	1037/2	1/8	3
3114	3	53	F	0	2	2	2	1	84	82	133	82a	519	1/8	3
3117	3	48	C	0	2	2	2	1	84	82	133	82a	1039/2	1/8	3
3120	3	56	A	-1	2	2	2	1	84	82	133	82a	520	1/8	3
3120	6	77	F	0	2	2	1	1	84	82	133	82a	520	1/4	5
3123	3	48	C	0	2	2	2	1	84	82	133	82a	1041/2	1/8	3
3126	3	55	G	0	2	2	2	1	85	83	134	83a	521	1/8	3
3126	6	76	E	0	2	2	1	1	85	83	134	83a	521	1/4	5
3129	3	48	C	0	2	2	2	1	85	83	134	83a	1043/2	1/8	3
3132	3	55	G	0	2	2	2	1	85	83	134	83a	522	1/8	3
3135	3	48	C	0	2	2	2	1	85	83	134	83a	1045/2	1/8	3
3138	3	55	G	0	2	2	2	1	85	83	134	83a	523	1/8	3
3141	3	48	C	0	2	2	2	1	85	83	134	83a	1047/2	1/8	3
3144	3	58	B	-1	2	2	2	1	85	83	134	83a	524	1/8	3
3144	6	84	C	0	2	2	1	1	85	83	134	83a	524	1/4	6
3147	3	48	C	0	2	2	2	1	85	83	134	83a	1049/2	1/8	3
3150	3	56	A	-1	2	2	2	1	86	84	135	84a	525	1/8	3
3150	6	77	F	0	2	2	1	1	86	84	135	84a	525	1/4	5
3153	3	48	C	0	2	2	2	1	86	84	135	84a	1051/2	1/8	3
3156	3	60	C	0	2	2	2	1	86	84	135	84a	526	1/8	4
3159	3	48	C	0	2	2	2	1	86	84	135	84a	1053/2	1/8	3
3162	3	59	B	0	2	2	2	1	86	84	135	84a	527	1/8	3
3162	12	77	F	0	2	2	1	1	86	84	135	84a	527	1/2	5
3162	12	89	F	0	2	2	1	1	86	84	135	84a	527	1/2	6
3165	3	48	C	0	2	2	2	1	86	84	135	84a	1055/2	1/8	3
3168	3	62	D	0	2	2	2	1	86	84	135	84a	528	1/8	4
3171	3	48	C	0	2	2	2	1	86	84	135	84a	1057/2	1/8	3
3174	3	60	C	0	2	2	2	1	87	85	136	85a	529	1/8	4
3174	6	76	E	0	2	2	1	1	87	85	136	85a	529	1/4	5
3174	6	88	E	0	2	2	1	1	87	85	136	85a	529	1/4	6
3177	3	48	C	0	2	2	2	1	87	85	136	85a	1059/2	1/8	3
3180	3	52	E	0	2	2	2	1	87	85	136	85a	530	1/8	3
3183	3	48	C	0	2	2	2	1	87	85	136	85a	1061/2	1/8	3
3186	3	52	E	0	2	2	2	1	87	85	136	85a	531	1/8	3
3189	3	48	C	0	2	2	2	1	87	85	136	85a	1063/2	1/8	3
3192	0	72	C	0	2	2	1	1	87	85	136	85a	532	0	5
3192	0	71	B	0	2	2	1	1	87	85	136	85a	532	0	4
3192	3	52	E	0	2	2	2	1	87	85	136	85a	532	1/8	3
3192	6	72	C	0	2	2	1	1	87	85	136	85a	532	1/4	5
3195	3	48	C	0	2	2	2	1	87	85	136	85a	1065/2	1/8	3
3198	3	53	F	0	2	2	2	1	88	86	137	86a	533	1/8	3
3198	6	68	A	-1	2	2	1	1	88	86	137	86a	533	1/4	4
3201	3	48	C	0	2	2	2	1	88	86	137	86a	1067/2	1/8	3
3204	3	53	F	0	2	2	2	1	88	86	137	86a	534	1/8	3
3204	6	68	A	-1	2	2	1	1	88	86	137	86a	534	1/4	4
3207	3	48	C	0	2	2	2	1	88	86	137	86a	1069/2	1/8	3
3210	3	53	F	0	2	2	2	1	88	86	137	86a	535	1/8	3
3213	3	48	C	0	2	2	2	1	88	86	137	86a	1071/2	1/8	3
3216	0	77	F	0	2	2	1	1	88	86	137	86a	536	0	5
3216	0	76	E	0	2	2	1	1	88	86	137	86a	536	0	5
3216	3	56	A	-1	2	2	2	1	88	86	137	86a	536	1/8	3
3216	6	77	F	0	2	2	1	1	88	86	137	86a	536	1/4	5
3219	3	48	C	0	2	2	2	1	88	86	137	86a	1073/2	1/8	3
3222	3	55	G	0	2	2	2	1	89	87	138	87a	537	1/8	3
3222	6	76	E	0	2	2	1	1	89	87	138	87a	537	1/4	5
3225	3	48	C	0	2	2	2	1	89	87	138	87a	1075/2	1/8	3
3228	3	55	G	0	2	2	2	1	89	87	138	87a	538	1/8	3
3228	6	76	E	0	2	2	1	1	89	87	138	87a	538	1/4	5
3231	3	48	C	0	2	2	2	1	89	87	138	87a	1077/2	1/8	3
3234	3	55	G	0	2	2	2	1	89	87	138	87a	539	1/8	3
3237	3	48	C	0	2	2	2	1	89	87	138	87a	1079/2	1/8	3
3240	0	84	C	0	2	2	1	1	89	87	138	87a	540	0	6
3240	0	83	B	0	2	2	1	1	89	87	138	87a	540	0	5
3240	3	58	B	-1	2	2	2	1	89	87	138	87a	540	1/8	3
3240	6	84	C	0	2	2	1	1	89	87	138	87a	540	1/4	6
3243	3	48	C	0	2	2	2	1	89	87	138	87a	1081/2	1/8	3
3246	3	56	A	-1	2	2	2	1	90	88	139	88a	541	1/8	3
3246	6	77	F	0	2	2	1	1	90	88	139	88a	541	1/4	5
3249	3	48	C	0	2	2	2	1	90	88	139	88a	1083/2	1/8	3
3252	3	60	C	0	2	2	2	1	90	88	139	88a	542	1/8	4
3252	6	77	F	0	2	2	1	1	90	88	139	88a	542	1/4	5
3255	3	48	C	0	2	2	2	1	90	88	139	88a	1085/2	1/8	3
3258	3	59	B	0	2	2	2	1	90	88	139	88a	543	1/8	3
3261	3	48	C	0	2	2	2	1	90	88	139	88a	1087/2	1/8	3
3264	3	62	D	0	2	2	2	1	90	88	139	88a	544	1/8	4
3264	6	77	F	0	2	2	1	1	90	88	139	88a	544	1/4	5
3264	6	89	F	0	2	2	1	1	90	88	139	88a	544	1/4	6
3267	3	48	C	0	2	2	2	1	90	88	139	88a	1089/2	1/8	3
3270	3	60	C	0	2	2	2	1	91	89	140	89a	545	1/8	4
3270	6	76	E	0	2	2	1	1	91	89	140	89a	545	1/4	5
3270	6	88	E	0	2	2	1	1	91	89	140	89a	545	1/4	6
3273	3	48	C	0	2	2	2	1	91	89	140	89a	1091/2	1/8	3
3276	3	60	C	0	2	2	2	1	91	89	140	89a	546	1/8	4
3276	6	76	E	0	2	2	1	1	91	89	140	89a	546	1/4	5
3276	6	88	E	0	2	2	1	1	91	89	140	89a	546	1/4	6
3279	3	48	C	0	2	2	2	1	91	89	140	89a	1093/2	1/8	3
3282	3	58	B	-1	2	2	2	1	91	89	140	89a	547	1/8	3
3285	3	48	C	0	2	2	2	1	91	89	140	89a	1095/2	1/8	3
3288	3	58	B	-1	2	2	2	1	91	89	140	89a	548	1/8	3
3288	6	73	D	-1	2	2	1	1	91	89	140	89a	548	1/4	5
