piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	electronicEncoder	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus
wir-openscore-liedercorpus-schubert-winterreise-d-911-09-irrlicht	1: 3/8	1: 2	43	43	64.5	43	43	64.5		316.13	692	233	0	0	0		Franz Schubert	Winterreise, D.911	9	Irrlicht	D.911		Wilhelm Müller		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5023438		"<font size=""24""/>9. Irrlicht"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-09-irrlicht.mscx	False	42-86 (F#2-D6)	mxl		Voice	59-79 (B3-G5)	Grand Piano	58-86 (A#3-D6)	Grand Piano	42-71 (F#2-B4)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-10-rast-spatere-fassung	1: 2/4	1: -3	67	67	134.0	67	67	134.0		564.0	841	329	0	0	0		Franz Schubert	Winterreise, D.911	10	Rast	D.911		Wilhelm Müller		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5023517		"<font size=""24""/>10. Rast"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller; <font size=""12""/>(Spätere Fassung)"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-10-rast-spatere-fassung.mscx	False	36-84 (C2-C6)	mxl		Voice	59-79 (B3-G5)	Grand Piano	51-84 (Eb3-C6)	Grand Piano	36-56 (C2-Ab3)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-11-fruhlingstraum	1: 6/8, 28: 2/4, 45: 6/8, 72: 2/4	1: 3	89	88	229.5	89	88	229.5		789.0	1274	595	0	0	0		Franz Schubert	Winterreise, D.911	11	Frühlingstraum	D.911		Wilhelm Müller		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5023603		"<font size=""24""/>11. Frühlingstraum"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-openscore-liedercorpus-schubert-winterreise-d-911-11-fruhlingstraum.mscx	False	33-88 (A1-E6)	mxl		Voice	64-78 (E4-F#5)	Grand Piano	56-88 (G#3-E6)	Grand Piano	33-73 (A1-C#5)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-12-einsamkeit-urspruengliche-fassung	1: 2/4	1: 2	48	48	96.0	48	48	96.0		353.5	774	257	0	0	0		Franz Schubert	Winterreise, D.911	12	Einsamkeit	D.911		Wilhelm Müller		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5023662		"<font size=""24""/>12. Einsamkeit"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller; <font size=""12""/>(Spätere Fassung)"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-12-einsamkeit-urspruengliche-fassung.mscx	False	30-78 (F#1-F#5)	mxl		Voice	61-78 (C#4-F#5)	Grand Piano	47-77 (B2-F5)	Grand Piano	30-65 (F#1-F4)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-13-die-post	1: 6/8	1: -3	94	94	282.0	94	94	282.0		1292.0	1996	496	0	0	0		Franz Schubert	Winterreise, D.911	13	Die Post	D.911		Wilhelm Müller		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5007176		"<font size=""24""/>13. Die Post"	"<font size=""14""/>Zweite Abteilung; <font size=""14""/>Winterreise, D.911
"	"<font size=""12""/>Wilhelm Müller"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-13-die-post.mscx	False	37-82 (Db2-Bb5)	mxl		Voice	63-80 (Eb4-Ab5)	Grand Piano	56-82 (Ab3-Bb5)	Grand Piano	37-63 (Db2-Eb4)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-14-der-greise-kopf	1: 3/4	1: -3	45	45	132.25	45	45	132.25		528.25	461	195	0	0	0		Franz Schubert	Winterreise, D.911	14	Der greise Kopf	D.911		Wilhelm Müller		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5007178		"<font size=""24""/>14. Der greise Kopf"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-14-der-greise-kopf.mscx	False	31-80 (G1-Ab5)	mxl		Voice	60-77 (C4-F5)	Grand Piano	47-80 (B2-Ab5)	Grand Piano	31-60 (G1-C4)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-15-die-kraehe	1: 2/4	1: -3	43	43	86.0	43	43	86.0		240.17	743	518	0	0	0		Franz Schubert	Winterreise, D.911	15	Die Krähe	D.911		Wilhelm Müller		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5007179		"<font size=""24""/>15. Die Krähe"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-15-die-kraehe.mscx	False	36-91 (C2-G6)	mxl		Voice	60-79 (C4-G5)	Grand Piano	59-91 (B3-G6)	Grand Piano	36-72 (C2-C5)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-16-letzte-hoffnung	1: 3/4	1: -3	48	47	141.5	48	47	141.5		428.75	697	295	0	0	0		Franz Schubert	Winterreise, D.911	16	Letzte Hoffnung	D.911		Wilhelm Müller	"Transcribed by pental from IMSLP #60822.  Source: 
http://imslp.org/wiki/Winterreise
,_D.911_(Schubert,_Franz)
"	OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/5007180		"<font size=""24""/>16. Letzte Hoffnung"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-16-letzte-hoffnung.mscx	False	31-83 (G1-Cb6)	mxl		Voice	58-79 (Bb3-G5)	Grand Piano	45-83 (A2-Cb6)	Grand Piano	31-70 (G1-Bb4)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-17-im-dorfe	1: 12/8	1: 2	49	49	294.0	49	49	294.0		998.0	1673	620	0	0	0		Franz Schubert	Winterreise, D.911	17	Im Dorfe	D.911		Wilhelm Müller		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/score/5007181		"<font size=""24""/>17. Im Dorfe"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-17-im-dorfe.mscx	False	33-84 (A1-C6)	mxl		Voice	62-76 (D4-E5)	Grand Piano	53-84 (F3-C6)	Grand Piano	33-62 (A1-D4)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-18-der-stuermische-morgen	1: 4/4	1: -1	19	19	76.0	19	19	76.0		295.25	609	185	0	0	0		Franz Schubert	Winterreise, D.911	18	Der stürmische Morgen	D.911		Wilhelm Müller	Transcribed by pental from IMSLP #60822. Source: http://imslp.org/wiki/Winterreise,_D.911_(Schubert,_Franz) 	OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/5007182		"<font size=""24""/>18. Der stürmische Morgen"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-openscore-liedercorpus-schubert-winterreise-d-911-18-der-stuermische-morgen.mscx	False	29-86 (F1-D6)	mxl		Voice	61-76 (C#4-E5)	Grand Piano	50-86 (D3-D6)	Grand Piano	29-68 (F1-G#4)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-19-tauschung	1: 6/8	1: 3	44	44	129.5	44	44	129.5		559.5	806	226	0	0	0		Franz Schubert	Winterreise, D.911	19	Täuschung	D.911		Wilhelm Müller		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5009833		"<font size=""24""/>19. Täuschung"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-19-tauschung.mscx	False	40-88 (E2-E6)	mxl		Voice	63-76 (D#4-E5)	Grand Piano	64-88 (E4-E6)	Grand Piano	40-64 (E2-E4)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-20-der-wegweiser	1: 2/4	1: -2, 23: 1, 42: -2	84	83	166.5	84	83	166.5		677.5	1153	378	0	0	0		Franz Schubert	Winterreise, D.911	20	Der Wegweiser	D.911		Wilhelm Müller		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/5009900		"<font size=""24""/>20. Der Wegweiser"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-20-der-wegweiser.mscx	False	31-79 (G1-G5)	mxl		Voice	66-79 (F#4-G5)	Grand Piano	54-76 (F#3-E5)	Grand Piano	31-64 (G1-E4)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-21-das-wirthshaus	1: 4/4	1: -1	31	31	124.0	31	31	124.0		637.5	917	210	0	0	0		Franz Schubert	Winterreise, D.911	21	Das Wirtshaus	D.911		Wilhelm Müller		"Creative Commons copyright waiver (CC0 1.0 Universal)
"	2025-03-02	Linux			"<font size=""24""/>21. Das Wirtshaus"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-21-das-wirthshaus.mscx	False	36-82 (C2-Bb5)	mxl		Harmonica	64-77 (E4-F5)	Piano	52-82 (E3-Bb5)	Piano	36-66 (C2-F#4)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-22-muth	1: 2/4	1: 0, 19: 3, 43: 0	46	46	92.0	64	64	128.0		483.0	770	189	0	0	0		Franz Schubert	Winterreise, D.911	22	Muth	D.911		Wilhelm Müller		"Creative Commons copyright waiver (CC0 1.0 Universal)
"	2025-03-02	Linux			"<font size=""24""/>22. Muth"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller; <font size=""12""/>(Ursprünglich in A-, später in G-moll)"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-openscore-liedercorpus-schubert-winterreise-d-911-22-muth.mscx	False	40-88 (E2-E6)	mxl		Harmonica	60-81 (C4-A5)	Piano	57-88 (A3-E6)	Piano	40-65 (E2-F4)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-23-die-nebensonnen	1: 3/4	1: 3	33	32	96.5	33	32	96.5		433.75	543	150	0	0	0		Franz Schubert	Winterreise, D.911	23	Die Nebensonnen	D.911		Wilhelm Müller	Transcribed from IMSLP #60822.  Source: http://imslp.org/wiki/Winterreise,_D.911_(Schubert,_Franz)	OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/5014002		"<font size=""24""/>23. Die Nebensonnen"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-23-die-nebensonnen.mscx	False	35-77 (B1-F5)	mxl		Voice	69-77 (A4-F5)	Piano	50-65 (D3-F4)	Piano	35-53 (B1-F3)						
wir-openscore-liedercorpus-schubert-winterreise-d-911-24-der-leiermann-spatere-fassung	1: 3/4	1: 0	61	61	183.0	61	61	183.0		711.25	563	319	0	0	0		Franz Schubert	Winterreise, D.911	24	Der Leiermann	D.911		Wilhelm Müller		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/5014023		"<font size=""24""/>24. Der Leiermann"	"<font size=""14""/>Winterreise, D.911"	"<font size=""12""/>Wilhelm Müller; <font size=""12""/>(Spätere Fassung)"	"<font size=""12""/>Franz Schubert"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schubert-winterreise-d-911-24-der-leiermann-spatere-fassung.mscx	False	45-81 (A2-A5)	mxl		Voice	64-77 (E4-F5)	Piano	59-81 (B3-A5)	Piano	45-60 (A2-C4)						
wir-openscore-liedercorpus-schumann-6-lieder-op-13-1-ich-stand-in-dunklen-traumen	1: 3/4	1: -3	37	37	111.0	37	37	111.0		552.5	931	225	0	0	0		Clara Schumann	6 Lieder, Op.13	1	Ich stand in dunklen Träumen	13		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/5133602		"<font size=""24""/>1. Ich stand in dunklen Träumen"	"<font size=""14""/>6 Lieder, Op.13"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Clara Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schumann-6-lieder-op-13-1-ich-stand-in-dunklen-traumen.mscx	False	34-79 (Bb1-G5)	mxl		Voice	62-77 (D4-F5)	Grand Piano	55-79 (G3-G5)	Grand Piano	34-65 (Bb1-F4)						
wir-openscore-liedercorpus-schumann-6-lieder-op-13-2-sie-liebten-sich-beide	1: 6/8	1: -2	34	34	102.0	34	34	102.0		445.0	475	150	0	0	0		Clara Schumann	6 Lieder, Op.13	2	Sie liebten sich beide	13		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/5125680		"<font size=""24""/>2. Sie liebten sich beide"	"<font size=""14""/>6 Lieder, Op.13"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Clara Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schumann-6-lieder-op-13-2-sie-liebten-sich-beide.mscx	False	31-80 (G1-Ab5)	mxl		Voice	62-75 (D4-Eb5)	Grand Piano	55-80 (G3-Ab5)	Grand Piano	31-65 (G1-F4)						
wir-openscore-liedercorpus-schumann-6-lieder-op-13-3-liebeszauber	1: 4/4	1: -3	55	54	216.5	55	54	216.5		1103.17	2342	665	0	0	0		Clara Schumann	6 Lieder, Op.13	3	Liebeszauber	13		Emanuel Geibel		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/5126774		"<font size=""24""/>3. Liebeszauber"	"<font size=""14""/>6 Lieder, Op.13"	"<font size=""12""/>Emanuel Geibel "	"<font size=""12""/>Clara Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-openscore-liedercorpus-schumann-6-lieder-op-13-3-liebeszauber.mscx	False	29-79 (F1-G5)	mxl		Voice	63-79 (Eb4-G5)	Grand Piano	53-79 (F3-G5)	Grand Piano	29-63 (F1-Eb4)						
wir-openscore-liedercorpus-schumann-6-lieder-op-13-6-die-stille-lotosblume	1: 3/4	1: -4	47	47	141.0	47	47	141.0		708.83	1326	307	0	0	0		Clara Schumann	6 Lieder, Op.13	6	Die stille Lotosblume	13		Emanuel Geibel		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5130634		"<font size=""24""/>6. Die stille Lotosblume"	"<font size=""14""/>6 Lieder, Op.13"	"<font size=""12""/>Emanuel Geibel"	"<font size=""12""/>Clara Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schumann-6-lieder-op-13-6-die-stille-lotosblume.mscx	False	27-80 (Eb1-Ab5)	mxl		Voice	63-77 (Eb4-F5)	Grand Piano	55-80 (G3-Ab5)	Grand Piano	27-68 (Eb1-Ab4)						
wir-openscore-liedercorpus-schumann-dichterliebe-op-48-01-im-wunderschonen-monat-mai	1: 2/4	1: 3	27	26	52.25	27	26	52.25		185.0	364	206	0	0	0		Robert Schumann	Dichterliebe, Op.48	1	Im wunderschönen Monat Mai	48	Heinrich Heine	Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/user/27638568/scores/4976777		"<font size=""24""/>1. Im wunderschönen Monat Mai"	"<font size=""14""/>Dichterliebe, Op.48"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/> Robert Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/wir-openscore-liedercorpus-schumann-dichterliebe-op-48-01-im-wunderschonen-monat-mai.mscx	False	40-80 (E2-G#5)	mxl		Voice	66-79 (F#4-G5)	Piano	49-80 (C#3-G#5)	Piano	40-76 (E2-E5)						
wir-openscore-liedercorpus-schumann-dichterliebe-op-48-02-aus-meinen-tranen-spriessen	1: 2/4	1: 3	18	18	34.0	18	18	34.0		153.25	231	72	0	0	0		Robert Schumann	Dichterliebe, Op.48	2	Aus meinen Tränen spriessen	48		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/score/4976769		"<font size=""24""/>2. Aus meinen Thränen spriessen"	"<font size=""14""/>Dichterliebe, Op.48"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Robert Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/wir-openscore-liedercorpus-schumann-dichterliebe-op-48-02-aus-meinen-tranen-spriessen.mscx	False	50-74 (D3-D5)	mxl		Voice	66-74 (F#4-D5)	Grand Piano	61-74 (C#4-D5)	Grand Piano	50-69 (D3-A4)						
wir-openscore-liedercorpus-schumann-dichterliebe-op-48-03-die-rose-die-lilie	1: 2/4	1: 2	23	22	43.25	23	22	43.25		133.5	369	161	0	0	0		Robert Schumann	Dichterliebe, Op.48	3	Die Rose, die Lilie, die Taube	48		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/score/4976849	FREDIPI	"<font size=""24""/>3. Die Rose, die Lilie, die Taube"	"<font size=""14""/>Dichterliebe, Op.48"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Robert Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schumann-dichterliebe-op-48-03-die-rose-die-lilie.mscx	False	33-76 (A1-E5)	mxl		Voice	62-76 (D4-E5)	Grand Piano	55-76 (G3-E5)	Grand Piano	33-62 (A1-D4)						
wir-openscore-liedercorpus-schumann-dichterliebe-op-48-04-wenn-ich-in-deine-augen-seh	1: 3/4	1: 1	21	21	63.0	21	21	63.0		357.75	407	115	0	0	0		Robert Schumann	Dichterliebe, Op.48	4	Wenn ich in deine Augen seh'	48		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/4978368		"<font size=""24""/>4. Wenn ich in deine Augen seh'"	"<font size=""14""/>Dichterliebe, Op.48"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Robert Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/wir-openscore-liedercorpus-schumann-dichterliebe-op-48-04-wenn-ich-in-deine-augen-seh.mscx	False	43-84 (G2-C6)	mxl		Voice	66-79 (F#4-G5)	Piano	55-84 (G3-C6)	Piano	43-71 (G2-B4)						
wir-openscore-liedercorpus-schumann-dichterliebe-op-48-05-ich-will-meine-seele-tauchen	1: 2/4	1: 2	23	22	44.25	23	22	44.25		171.25	578	340	0	0	0		Robert Schumann	Dichterliebe, Op.48	5	Ich will meine Seele tauchen	48		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/4978373	FREDIPI	"<font size=""24""/>5. Ich will meine Seele tauchen"	"<font size=""14""/>Dichterliebe Op.48"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Robert Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schumann-dichterliebe-op-48-05-ich-will-meine-seele-tauchen.mscx	False	40-79 (E2-G5)	mxl		Voice	70-78 (A#4-F#5)	Piano	62-79 (D4-G5)	Piano	40-71 (E2-B4)						
wir-openscore-liedercorpus-schumann-dichterliebe-op-48-06-im-rhein-im-heiligen-strome	1: 2/2	1: 1	59	59	232.5	59	59	232.5		951.0	542	243	0	0	0		Robert Schumann	Dichterliebe, Op.48	6	Im Rhein, im heiligen Strome	48		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/4978379		"<font size=""24""/>6. Im Rhein, im heiligen Strome"	"<font size=""14""/>Dichterliebe, Op.48"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Robert Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schumann-dichterliebe-op-48-06-im-rhein-im-heiligen-strome.mscx	False	31-79 (G1-G5)	mxl		Voice	62-77 (D4-F5)	Piano	42-79 (F#2-G5)	Piano	31-64 (G1-E4)						
wir-openscore-liedercorpus-schumann-dichterliebe-op-48-07-ich-grolle-nicht	1: 4/4	1: 0	36	36	141.0	36	36	141.0		826.5	1149	284	0	0	0		Robert Schumann	Dichterliebe, Op.48	7	Ich grolle nicht	48		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/4978382		"<font size=""24""/>7. Ich grolle nicht"	"<font size=""14""/>Dichterliebe, Op.48"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Robert Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schumann-dichterliebe-op-48-07-ich-grolle-nicht.mscx	False	24-81 (C1-A5)	mxl		Voice	60-81 (C4-A5)	Grand Piano	50-81 (D3-A5)	Grand Piano	24-57 (C1-A3)						
wir-openscore-liedercorpus-schumann-dichterliebe-op-48-08-und-wusstens-die-blumen	1: 2/4	1: 0	38	37	74.5	38	37	74.5		274.92	1226	538	0	0	0		Robert Schumann	Dichterliebe, Op.48	8	Und wüssten's die Blumen	48		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/4978387		"<font size=""24""/>8. Und wüssten's die Blumen"	"<font size=""14""/>Dichterliebe, Op.48"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Robert Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schumann-dichterliebe-op-48-08-und-wusstens-die-blumen.mscx	False	28-81 (E1-A5)	mxl		Voice	67-77 (G4-F5)	Grand Piano	48-81 (C3-A5)	Grand Piano	28-65 (E1-F4)						
wir-openscore-liedercorpus-schumann-dichterliebe-op-48-09-das-ist-ein-floten-und-geigen	1: 3/8	1: -1	85	84	126.0	85	84	126.0		446.5	1288	501	0	0	0		Robert Schumann	Dichterliebe, Op.48	9	Das ist ein Flöten und Geigen	48		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/user/27638568/scores/4978390		"<font size=""24""/>9. Das ist ein Flöten und Geigen"	"<font size=""14""/>Dichterliebe, Op.48"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Robert Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schumann-dichterliebe-op-48-09-das-ist-ein-floten-und-geigen.mscx	False	31-86 (G1-D6)	mxl		Voice	60-77 (C4-F5)	Grand Piano	52-86 (E3-D6)	Grand Piano	31-76 (G1-E5)						
wir-openscore-liedercorpus-schumann-dichterliebe-op-48-10-hor-ich-das-liedchen-klingen	1: 2/4	1: -2	30	29	60.0	30	29	60.0		185.25	340	234	0	0	0		Robert Schumann	Dichterliebe, Op.48	10	Hör' ich das Liedchen klingen	48		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/5003150		"<font size=""24""/> 10. Hör' ich das Liedchen klingen"	"<font size=""14""/> Dichterliebe, Op.48 "	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Robert Schumann  "	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/wir-openscore-liedercorpus-schumann-dichterliebe-op-48-10-hor-ich-das-liedchen-klingen.mscx	False	34-82 (Bb1-Bb5)	mxl		Voice	62-73 (D4-Db5)	Grand Piano	50-82 (D3-Bb5)	Grand Piano	34-82 (Bb1-Bb5)						
wir-openscore-liedercorpus-schumann-dichterliebe-op-48-11-ein-jungling-liebt-ein-madchen	1: 2/4	1: -3	47	46	92.5	47	46	92.5		280.5	466	187	0	0	0		Robert Schumann	Dichterliebe, Op.48	11	Ein Jüngling liebt ein Mädchen	48		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	https://musescore.com/openscore-lieder-corpus/scores/4978393		"<font size=""24""/>11. Ein Jüngling liebt ein Mädchen"	"<font size=""14""/>Dichterliebe, Op.48"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Robert Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/wir-openscore-liedercorpus-schumann-dichterliebe-op-48-11-ein-jungling-liebt-ein-madchen.mscx	False	34-79 (Bb1-G5)	mxl		Voice	58-77 (Bb3-F5)	Grand Piano	55-79 (G3-G5)	Grand Piano	34-62 (Bb1-D4)						
wir-openscore-liedercorpus-schumann-dichterliebe-op-48-12-am-leuchtenden-sommermorgen	1: 6/8	1: -2	30	30	88.5	30	30	88.5		268.25	475	347	0	0	0		Robert Schumann	Dichterliebe, Op.48	12	Am leuchtenden Sommermorgen	48		Heinrich Heine		OpenScore (CC0)	2025-03-02	Linux	http://musescore.com/openscore-lieder-corpus/scores/4978395		"<font size=""24""/>12. Am leuchtenden Sommermorgen"	"<font size=""14""/>Dichterliebe Op.48"	"<font size=""12""/>Heinrich Heine"	"<font size=""12""/>Robert Schumann"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/wir-openscore-liedercorpus-schumann-dichterliebe-op-48-12-am-leuchtenden-sommermorgen.mscx	False	41-91 (F2-G6)	mxl		Voice	65-74 (F4-D5)	Piano	50-91 (D3-G6)	Piano	41-65 (F2-F4)						
