dataset	subcorpus	file	fname	extension	id_v100	split_v100	last_modified_v100	file_change_commit_url_v100	repository	repo_version	folder	folderpath	filepath
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/2_Le_Vin/score.mxl	When-in-Rome	f45b37c8	2_Le_Vin	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/2_Le_Vin	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/2_Le_Vin/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/3_La_Gloire/score.mxl	When-in-Rome	f45b37c8	3_La_Gloire	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/3_La_Gloire	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/3_La_Gloire/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/4_La_Haine/score.mxl	When-in-Rome	f45b37c8	4_La_Haine	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/4_La_Haine	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/4_La_Haine/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/5_Le_Rêve/score.mxl	When-in-Rome	f45b37c8	5_Le_Rêve	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/5_Le_Rêve	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/5_Le_Rêve/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/6_Le_Désir/score.mxl	When-in-Rome	f45b37c8	6_Le_Désir	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/6_Le_Désir	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/6_Le_Désir/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/7_L’Or/score.mxl	When-in-Rome	f45b37c8	7_L’Or	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/7_L’Or	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sept_Ivresses/7_L’Or/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/1_Sérénade_printanière/score.mxl	When-in-Rome	f45b37c8	1_Sérénade_printanière	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/1_Sérénade_printanière	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/1_Sérénade_printanière/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/2_Sérénade_d’été/score.mxl	When-in-Rome	f45b37c8	2_Sérénade_d’été	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/2_Sérénade_d’été	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/2_Sérénade_d’été/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/3_Sérénade_d’automne/score.mxl	When-in-Rome	f45b37c8	3_Sérénade_d’automne	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/3_Sérénade_d’automne	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/3_Sérénade_d’automne/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/4_Sérénade_d’hiver/score.mxl	When-in-Rome	f45b37c8	4_Sérénade_d’hiver	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/4_Sérénade_d’hiver	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/4_Sérénade_d’hiver/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/5_Sérénade_de_toujours/score.mxl	When-in-Rome	f45b37c8	5_Sérénade_de_toujours	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/5_Sérénade_de_toujours	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Les_Sérénades/5_Sérénade_de_toujours/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/01_Noël/score.mxl	When-in-Rome	f45b37c8	01_Noël	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/01_Noël	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/01_Noël/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/02_Le_clairon_fleuri/score.mxl	When-in-Rome	f45b37c8	02_Le_clairon_fleuri	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/02_Le_clairon_fleuri	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/02_Le_clairon_fleuri/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/03_Les_griffes_d’or/score.mxl	When-in-Rome	f45b37c8	03_Les_griffes_d’or	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/03_Les_griffes_d’or	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/03_Les_griffes_d’or/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/04_Chanson_des_gars_d’Irlande/score.mxl	When-in-Rome	f45b37c8	04_Chanson_des_gars_d’Irlande	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/04_Chanson_des_gars_d’Irlande	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/04_Chanson_des_gars_d’Irlande/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/05_Hymne_à_Éros/score.mxl	When-in-Rome	f45b37c8	05_Hymne_à_Éros	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/05_Hymne_à_Éros	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/05_Hymne_à_Éros/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/06_Réponse_d’Éros/score.mxl	When-in-Rome	f45b37c8	06_Réponse_d’Éros	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/06_Réponse_d’Éros	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/06_Réponse_d’Éros/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/07_Chanson_catalane/score.mxl	When-in-Rome	f45b37c8	07_Chanson_catalane	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/07_Chanson_catalane	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/07_Chanson_catalane/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/08_Souvenir/score.mxl	When-in-Rome	f45b37c8	08_Souvenir	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/08_Souvenir	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/08_Souvenir/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/09_Journée_fleurie/score.mxl	When-in-Rome	f45b37c8	09_Journée_fleurie	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/09_Journée_fleurie	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/09_Journée_fleurie/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/10_Kypris_berceuse/score.mxl	When-in-Rome	f45b37c8	10_Kypris_berceuse	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/10_Kypris_berceuse	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/10_Kypris_berceuse/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/11_Erôtylon/score.mxl	When-in-Rome	f45b37c8	11_Erôtylon	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/11_Erôtylon	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/11_Erôtylon/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/12_Thrînôdia/score.mxl	When-in-Rome	f45b37c8	12_Thrînôdia	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/12_Thrînôdia	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/12_Thrînôdia/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/13_Le_brick_l’Espérance/score.mxl	When-in-Rome	f45b37c8	13_Le_brick_l’Espérance	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/13_Le_brick_l’Espérance	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/13_Le_brick_l’Espérance/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/14_Chanson_du_chamelier/score.mxl	When-in-Rome	f45b37c8	14_Chanson_du_chamelier	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/14_Chanson_du_chamelier	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/14_Chanson_du_chamelier/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/15_Le_retour_du_paladin/score.mxl	When-in-Rome	f45b37c8	15_Le_retour_du_paladin	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/15_Le_retour_du_paladin	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/15_Le_retour_du_paladin/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/16_L’opprimée/score.mxl	When-in-Rome	f45b37c8	16_L’opprimée	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/16_L’opprimée	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/16_L’opprimée/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/17_Tireli!/score.mxl	When-in-Rome	f45b37c8	17_Tireli!	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/17_Tireli!	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/17_Tireli!/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/18_Marche_gauloise/score.mxl	When-in-Rome	f45b37c8	18_Marche_gauloise	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/18_Marche_gauloise	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/18_Marche_gauloise/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/19_Un_rêve, à_2_voix/score.mxl	When-in-Rome	f45b37c8	19_Un_rêve, à_2_voix	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/19_Un_rêve, à_2_voix	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/19_Un_rêve, à_2_voix/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/20_Dans_les_bois, à_2_ou_4_voix/score.mxl	When-in-Rome	f45b37c8	20_Dans_les_bois, à_2_ou_4_voix	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/20_Dans_les_bois, à_2_ou_4_voix	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/20_Dans_les_bois, à_2_ou_4_voix/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Paysages_d’amour/1_Dans_les_boutons_d’or/score.mxl	When-in-Rome	f45b37c8	1_Dans_les_boutons_d’or	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Paysages_d’amour/1_Dans_les_boutons_d’or	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Paysages_d’amour/1_Dans_les_boutons_d’or/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Paysages_d’amour/2_Sous_les_orangers/score.mxl	When-in-Rome	f45b37c8	2_Sous_les_orangers	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Paysages_d’amour/2_Sous_les_orangers	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Paysages_d’amour/2_Sous_les_orangers/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Paysages_d’amour/3_Au_bois_dormant/score.mxl	When-in-Rome	f45b37c8	3_Au_bois_dormant	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Paysages_d’amour/3_Au_bois_dormant	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Paysages_d’amour/3_Au_bois_dormant/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Paysages_d’amour/4_Parmi_les_meules/score.mxl	When-in-Rome	f45b37c8	4_Parmi_les_meules	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Paysages_d’amour/4_Parmi_les_meules	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/Paysages_d’amour/4_Parmi_les_meules/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Charme-du-jour/score.mxl	When-in-Rome	f45b37c8	Charme-du-jour	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Charme-du-jour	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Charme-du-jour/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire/score.mxl	When-in-Rome	f45b37c8	La_chanson_de_Jean_Prouvaire	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/La_chanson_de_Jean_Prouvaire/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose/score.mxl	When-in-Rome	f45b37c8	Le_ruban_rose	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Le_ruban_rose/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois/score.mxl	When-in-Rome	f45b37c8	Ogier_le_Danois	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Ogier_le_Danois/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Ton_nom/score.mxl	When-in-Rome	f45b37c8	Ton_nom	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Ton_nom	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Ton_nom/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Viens!/score.mxl	When-in-Rome	f45b37c8	Viens!	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Viens!	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/Viens!/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/À_Trianon/score.mxl	When-in-Rome	f45b37c8	À_Trianon	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/À_Trianon	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Holmès,_Augusta_Mary_Anne/_/À_Trianon/score.mxl
When-in-Rome	OpenScore-LiederCorpus	score.mxl	score	mxl			5c1c129e	https://github.com/MarkGotham/When-in-Rome/blob/5c1c129e/Corpus/OpenScore-LiederCorpus/Hopekirk,_Helen/_/My_Lady_of_Sleep/score.mxl	When-in-Rome	f45b37c8	My_Lady_of_Sleep	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Hopekirk,_Helen/_/My_Lady_of_Sleep	rawdata/When-in-Rome/Corpus/OpenScore-LiederCorpus/Hopekirk,_Helen/_/My_Lady_of_Sleep/score.mxl
